ma_nhan_vien,ho_ten,ho_ten_chuan,don_vi,chuc_vu,email
NV088376,Đỗ Hồng Linh,do hong linh,Phòng Đào tạo - Cục Kỹ thuật (BQP),Trưởng phòng,nv088376@donvi.gov.vn
NV088377,Dương Đức Long,duong duc long,Phòng Tác chiến - Cục Chính trị (BQP),Trưởng nhóm,nv088377@donvi.gov.vn
NV088378,Lê Diệu Yến,le dieu yen,Phòng Nhân sự - Cục Quân huấn (CA),Chuyên viên,nv088378@donvi.gov.vn
NV088379,Nguyễn Minh Giang,nguyen minh giang,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Trưởng phòng,nv088379@donvi.gov.vn
NV088380,Lý Công Sơn,ly cong son,Phòng Công nghệ - Cục Tổ chức cán bộ (CA),Chuyên viên,nv088380@donvi.gov.vn
NV088381,Huỳnh Đức Thắng,huynh duc thang,Phòng Truyền thông - Cục Tham mưu (CA),Chuyên viên,nv088381@donvi.gov.vn
NV088382,Lý Thị Thảo,ly thi thao,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Trưởng nhóm,nv088382@donvi.gov.vn
NV088383,Ngô Hữu Long,ngo huu long,Phòng Công nghệ - Cục Chính trị (BQP),Phó trưởng phòng,nv088383@donvi.gov.vn
NV088384,Đỗ Văn Phong,do van phong,Phòng Đào tạo - Cục Quân huấn (CA),Nhân viên,nv088384@donvi.gov.vn
NV088385,Huỳnh Quốc Thắng,huynh quoc thang,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Chuyên viên chính,nv088385@donvi.gov.vn
NV088386,Đỗ Ngọc Nhung,do ngoc nhung,Phòng Hành chính - Cục Kế hoạch - Tài chính (CA),Trưởng nhóm,nv088386@donvi.gov.vn
NV088387,Đặng Kim Nhung,dang kim nhung,Phòng Nhân sự - Cục Chính trị (BQP),Trưởng phòng,nv088387@donvi.gov.vn
NV088388,Lê Quốc Tuấn,le quoc tuan,Phòng Thanh tra - Cục Quân huấn (CA),Trưởng phòng,nv088388@donvi.gov.vn
NV088389,Lê Thành Việt,le thanh viet,Phòng Tác chiến - Cục Tham mưu (CA),Trưởng nhóm,nv088389@donvi.gov.vn
NV088390,Dương Đức Hùng,duong duc hung,Phòng Pháp chế - Cục Kế hoạch - Tài chính (CA),Thành viên,nv088390@donvi.gov.vn
NV088391,Đỗ Minh Dũng,do minh dung,Phòng Thanh tra - Cục Tham mưu (CA),Trưởng phòng,nv088391@donvi.gov.vn
NV088392,Bùi Thu Lan,bui thu lan,Phòng Đào tạo - Cục Quân huấn (CA),Phó trưởng phòng,nv088392@donvi.gov.vn
NV088393,Trần Diệu Nhung,tran dieu nhung,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Chuyên viên chính,nv088393@donvi.gov.vn
NV088394,Huỳnh Văn Quang,huynh van quang,Phòng Công nghệ - Cục Tác chiến (BQP),Nhân viên,nv088394@donvi.gov.vn
NV088395,Võ Bích Xuân,vo bich xuan,Phòng Thanh tra - Cục Quân huấn (CA),Trưởng nhóm,nv088395@donvi.gov.vn
NV088396,Đỗ Hữu Sơn,do huu son,Phòng Thanh tra - Cục Tổ chức cán bộ (CA),Trưởng nhóm,nv088396@donvi.gov.vn
NV088397,Hoàng Hồng Xuân,hoang hong xuan,Phòng Pháp chế - Cục Tham mưu (CA),Nhân viên,nv088397@donvi.gov.vn
NV088398,Hồ Bích Phương,ho bich phuong,Phòng Tác chiến - Cục Tham mưu (CA),Thành viên,nv088398@donvi.gov.vn
NV088399,Phan Văn Tuấn,phan van tuan,Phòng Truyền thông - Cục Tham mưu (CA),Trưởng nhóm,nv088399@donvi.gov.vn
NV088400,Nguyễn Công Đạt,nguyen cong dat,Phòng Thanh tra - Cục Tham mưu (CA),Chuyên viên,nv088400@donvi.gov.vn
NV088401,Bùi Quốc Việt,bui quoc viet,Phòng Tác chiến - Cục Kỹ thuật (BQP),Trưởng phòng,nv088401@donvi.gov.vn
NV088402,Đỗ Đức Phong,do duc phong,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Thành viên,nv088402@donvi.gov.vn
NV088403,Nguyễn Đức Tuấn,nguyen duc tuan,Phòng Thanh tra - Cục Chính trị (BQP),Chuyên viên,nv088403@donvi.gov.vn
NV088404,Bùi Văn Thắng,bui van thang,Phòng Kỹ thuật - Cục Tham mưu (BQP),Nhân viên,nv088404@donvi.gov.vn
NV088405,Phan Bích Hoa,phan bich hoa,Phòng Truyền thông - Cục Chính trị (CA),Trưởng phòng,nv088405@donvi.gov.vn
NV088406,Võ Ngọc Anh,vo ngoc anh,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Chuyên viên,nv088406@donvi.gov.vn
NV088407,Vũ Hữu Việt,vu huu viet,Phòng Thanh tra - Cục Chính trị (BQP),Phó trưởng phòng,nv088407@donvi.gov.vn
NV088408,Phạm Công Nam,pham cong nam,Phòng Pháp chế - Cục Tham mưu (CA),Phó trưởng phòng,nv088408@donvi.gov.vn
NV088409,Hoàng Quốc Long,hoang quoc long,Phòng Nhân sự - Cục Tham mưu (BQP),Trưởng nhóm,nv088409@donvi.gov.vn
NV088410,Ngô Bích Lan,ngo bich lan,Phòng Hành chính - Cục Kế hoạch - Tài chính (CA),Trưởng nhóm,nv088410@donvi.gov.vn
NV088411,Trần Ngọc Trang,tran ngoc trang,Phòng Công nghệ - Cục Tổ chức cán bộ (CA),Chuyên viên,nv088411@donvi.gov.vn
NV088412,Đỗ Thành Hải,do thanh hai,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Trưởng nhóm,nv088412@donvi.gov.vn
NV088413,Nguyễn Quốc Đạt,nguyen quoc dat,Phòng Pháp chế - Cục Tác chiến (BQP),Chuyên viên,nv088413@donvi.gov.vn
NV088414,Dương Ngọc Mai,duong ngoc mai,Phòng Pháp chế - Cục Chính trị (BQP),Phó trưởng phòng,nv088414@donvi.gov.vn
NV088415,Phạm Hữu An,pham huu an,Phòng Kỹ thuật - Cục Tham mưu (BQP),Trưởng nhóm,nv088415@donvi.gov.vn
NV088416,Vũ Ngọc Lan,vu ngoc lan,Phòng Nhân sự - Cục Chính trị (CA),Thành viên,nv088416@donvi.gov.vn
NV088417,Hoàng Kim Vy,hoang kim vy,Phòng Nhân sự - Cục Chính trị (CA),Trưởng phòng,nv088417@donvi.gov.vn
NV088418,Vũ Công Cường,vu cong cuong,Phòng Tác chiến - Cục Kế hoạch - Tài chính (BQP),Phó trưởng phòng,nv088418@donvi.gov.vn
NV088419,Huỳnh Bích Thủy,huynh bich thuy,Phòng Nhân sự - Cục Chính trị (BQP),Phó trưởng phòng,nv088419@donvi.gov.vn
NV088420,Hồ Công An,ho cong an,Phòng Tác chiến - Cục Kỹ thuật (BQP),Thành viên,nv088420@donvi.gov.vn
NV088421,Bùi Diệu Anh,bui dieu anh,Phòng Công nghệ - Cục Chính trị (BQP),Nhân viên,nv088421@donvi.gov.vn
NV088422,Hoàng Thị Thủy,hoang thi thuy,Phòng Tác chiến - Cục Chính trị (BQP),Trưởng nhóm,nv088422@donvi.gov.vn
NV088423,Hồ Thị Thảo,ho thi thao,Phòng Nhân sự - Cục Tác chiến (BQP),Nhân viên,nv088423@donvi.gov.vn
NV088424,Nguyễn Thị Thủy,nguyen thi thuy,Phòng Công nghệ - Cục Chính trị (BQP),Trưởng phòng,nv088424@donvi.gov.vn
NV088425,Đặng Thị Xuân,dang thi xuan,Phòng Nhân sự - Cục Tham mưu (BQP),Thành viên,nv088425@donvi.gov.vn
NV088426,Hoàng Thu Nhung,hoang thu nhung,Phòng Tác chiến - Cục Kế hoạch - Tài chính (BQP),Trưởng nhóm,nv088426@donvi.gov.vn
NV088427,Hoàng Ngọc Thủy,hoang ngoc thuy,Phòng Kỹ thuật - Cục Tham mưu (BQP),Thành viên,nv088427@donvi.gov.vn
NV088428,Đỗ Hữu Thắng,do huu thang,Phòng Nhân sự - Cục Chính trị (CA),Phó trưởng phòng,nv088428@donvi.gov.vn
NV088429,Phan Bích Yến,phan bich yen,Phòng Nhân sự - Cục Quân huấn (CA),Trưởng nhóm,nv088429@donvi.gov.vn
NV088430,Trần Bích Hoa,tran bich hoa,Phòng Nhân sự - Cục Tham mưu (CA),Chuyên viên chính,nv088430@donvi.gov.vn
NV088431,Đặng Hữu Hải,dang huu hai,Phòng Tác chiến - Cục Kỹ thuật (BQP),Thành viên,nv088431@donvi.gov.vn
NV088432,Phạm Hữu Tuấn,pham huu tuan,Phòng Công nghệ - Cục Tác chiến (BQP),Trưởng nhóm,nv088432@donvi.gov.vn
NV088433,Huỳnh Văn Đạt,huynh van dat,Phòng Truyền thông - Cục Kỹ thuật (BQP),Nhân viên,nv088433@donvi.gov.vn
NV088434,Dương Thị Xuân,duong thi xuan,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Phó trưởng phòng,nv088434@donvi.gov.vn
NV088435,Huỳnh Hồng Nhung,huynh hong nhung,Phòng Đào tạo - Cục Kỹ thuật (BQP),Trưởng phòng,nv088435@donvi.gov.vn
NV088436,Phan Thành Cường,phan thanh cuong,Phòng Công nghệ - Cục Tổ chức cán bộ (CA),Chuyên viên chính,nv088436@donvi.gov.vn
NV088437,Nguyễn Diệu Nga,nguyen dieu nga,Phòng Công nghệ - Cục Chính trị (BQP),Trưởng nhóm,nv088437@donvi.gov.vn
NV088438,Đặng Hồng Dung,dang hong dung,Phòng Hành chính - Cục Tham mưu (BQP),Trưởng phòng,nv088438@donvi.gov.vn
NV088439,Hoàng Thu Linh,hoang thu linh,Phòng Hành chính - Cục Tham mưu (BQP),Chuyên viên chính,nv088439@donvi.gov.vn
NV088440,Ngô Văn Giang,ngo van giang,Phòng Nhân sự - Cục Chính trị (CA),Chuyên viên,nv088440@donvi.gov.vn
NV088441,Đỗ Bích Mai,do bich mai,Phòng Công nghệ - Cục Tác chiến (BQP),Trưởng phòng,nv088441@donvi.gov.vn
NV088442,Hồ Quốc Phong,ho quoc phong,Phòng Đào tạo - Cục Tham mưu (BQP),Thành viên,nv088442@donvi.gov.vn
NV088443,Ngô Đức Giang,ngo duc giang,Phòng Tác chiến - Cục Kế hoạch - Tài chính (BQP),Trưởng phòng,nv088443@donvi.gov.vn
NV088444,Đỗ Đức Tâm,do duc tam,Phòng Hành chính - Cục Tham mưu (BQP),Chuyên viên,nv088444@donvi.gov.vn
NV088445,Đỗ Quốc Thắng,do quoc thang,Phòng Đào tạo - Cục Tham mưu (BQP),Chuyên viên chính,nv088445@donvi.gov.vn
NV088446,Ngô Ngọc Xuân,ngo ngoc xuan,Phòng Nhân sự - Cục Chính trị (CA),Thành viên,nv088446@donvi.gov.vn
NV088447,Đặng Hồng Thủy,dang hong thuy,Phòng Đào tạo - Cục Tham mưu (BQP),Chuyên viên chính,nv088447@donvi.gov.vn
NV088448,Võ Kim Nhung,vo kim nhung,Phòng Nhân sự - Cục Chính trị (BQP),Thành viên,nv088448@donvi.gov.vn
NV088449,Nguyễn Công Phong,nguyen cong phong,Phòng Công nghệ - Cục Chính trị (CA),Chuyên viên,nv088449@donvi.gov.vn
NV088450,Vũ Thị Anh,vu thi anh,Phòng Công nghệ - Cục Chính trị (CA),Thành viên,nv088450@donvi.gov.vn
NV088451,Huỳnh Thị Chi,huynh thi chi,Phòng Hành chính - Cục Tham mưu (CA),Thành viên,nv088451@donvi.gov.vn
NV088452,Hoàng Minh Quang,hoang minh quang,Phòng Nhân sự - Cục Tác chiến (BQP),Trưởng nhóm,nv088452@donvi.gov.vn
NV088453,Lý Diệu Huyền,ly dieu huyen,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Chuyên viên chính,nv088453@donvi.gov.vn
NV088454,Hoàng Văn Dũng,hoang van dung,Phòng Thanh tra - Cục Tổ chức cán bộ (CA),Trưởng phòng,nv088454@donvi.gov.vn
NV088455,Đỗ Ngọc Phương,do ngoc phuong,Phòng Kỹ thuật - Cục Tham mưu (BQP),Thành viên,nv088455@donvi.gov.vn
NV088456,Lê Quốc Đạt,le quoc dat,Phòng Pháp chế - Cục Tác chiến (BQP),Trưởng nhóm,nv088456@donvi.gov.vn
NV088457,Lý Hữu Sơn,ly huu son,Phòng Truyền thông - Cục Tham mưu (BQP),Nhân viên,nv088457@donvi.gov.vn
NV088458,Dương Đức Khang,duong duc khang,Phòng Đào tạo - Cục Chính trị (BQP),Nhân viên,nv088458@donvi.gov.vn
NV088459,Nguyễn Thành Hùng,nguyen thanh hung,Phòng Pháp chế - Cục Chính trị (BQP),Nhân viên,nv088459@donvi.gov.vn
NV088460,Lê Công Việt,le cong viet,Phòng Truyền thông - Cục Tham mưu (BQP),Nhân viên,nv088460@donvi.gov.vn
NV088461,Đặng Ngọc Chi,dang ngoc chi,Phòng Pháp chế - Cục Tham mưu (CA),Chuyên viên chính,nv088461@donvi.gov.vn
NV088462,Hoàng Thành Tâm,hoang thanh tam,Phòng Đào tạo - Cục Chính trị (BQP),Trưởng nhóm,nv088462@donvi.gov.vn
NV088463,Phạm Diệu Trang,pham dieu trang,Phòng Truyền thông - Cục Kỹ thuật (BQP),Chuyên viên chính,nv088463@donvi.gov.vn
NV088464,Phan Văn Hùng,phan van hung,Phòng Pháp chế - Cục Tham mưu (CA),Thành viên,nv088464@donvi.gov.vn
NV088465,Hoàng Hồng Mai,hoang hong mai,Phòng Nhân sự - Cục Kế hoạch - Tài chính (BQP),Thành viên,nv088465@donvi.gov.vn
NV088466,Lý Công Thắng,ly cong thang,Phòng Thanh tra - Cục Kế hoạch - Tài chính (CA),Phó trưởng phòng,nv088466@donvi.gov.vn
NV088467,Huỳnh Thu Anh,huynh thu anh,Phòng Thanh tra - Cục Kế hoạch - Tài chính (CA),Phó trưởng phòng,nv088467@donvi.gov.vn
NV088468,Nguyễn Văn Phong,nguyen van phong,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Trưởng nhóm,nv088468@donvi.gov.vn
NV088469,Lê Thu Mai,le thu mai,Phòng Thanh tra - Cục Tổ chức cán bộ (CA),Thành viên,nv088469@donvi.gov.vn
NV088470,Hoàng Thu Thủy,hoang thu thuy,Phòng Pháp chế - Cục Kế hoạch - Tài chính (CA),Chuyên viên,nv088470@donvi.gov.vn
NV088471,Bùi Văn Dũng,bui van dung,Phòng Truyền thông - Cục Tham mưu (BQP),Thành viên,nv088471@donvi.gov.vn
NV088472,Phan Thị Thủy,phan thi thuy,Phòng Thanh tra - Cục Chính trị (BQP),Trưởng nhóm,nv088472@donvi.gov.vn
NV088473,Hồ Văn Quang,ho van quang,Phòng Pháp chế - Cục Tác chiến (BQP),Trưởng nhóm,nv088473@donvi.gov.vn
NV088474,Lê Thu Linh,le thu linh,Phòng Nhân sự - Cục Kế hoạch - Tài chính (BQP),Trưởng nhóm,nv088474@donvi.gov.vn
NV088475,Trần Bích Thảo,tran bich thao,Phòng Nhân sự - Cục Chính trị (CA),Trưởng phòng,nv088475@donvi.gov.vn
NV088476,Đỗ Thị Dung,do thi dung,Phòng Pháp chế - Cục Kế hoạch - Tài chính (CA),Nhân viên,nv088476@donvi.gov.vn
NV088477,Đặng Văn Sơn,dang van son,Phòng Đào tạo - Cục Quân huấn (CA),Chuyên viên chính,nv088477@donvi.gov.vn
NV088478,Võ Thành Phong,vo thanh phong,Phòng Đào tạo - Cục Quân huấn (CA),Chuyên viên chính,nv088478@donvi.gov.vn
NV088479,Phan Minh Cường,phan minh cuong,Phòng Kỹ thuật - Cục Tham mưu (BQP),Nhân viên,nv088479@donvi.gov.vn
NV088480,Dương Đức Việt,duong duc viet,Phòng Nhân sự - Cục Chính trị (BQP),Chuyên viên,nv088480@donvi.gov.vn
NV088481,Phạm Thị Trang,pham thi trang,Phòng Pháp chế - Cục Kế hoạch - Tài chính (CA),Thành viên,nv088481@donvi.gov.vn
NV088482,Hoàng Công Tâm,hoang cong tam,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Chuyên viên chính,nv088482@donvi.gov.vn
NV088483,Bùi Kim Vy,bui kim vy,Phòng Nhân sự - Cục Chính trị (BQP),Trưởng phòng,nv088483@donvi.gov.vn
NV088484,Võ Văn Sơn,vo van son,Phòng Truyền thông - Cục Chính trị (CA),Chuyên viên,nv088484@donvi.gov.vn
NV088485,Dương Diệu Huyền,duong dieu huyen,Phòng Kỹ thuật - Cục Tổ chức cán bộ (CA),Trưởng nhóm,nv088485@donvi.gov.vn
NV088486,Phan Thị Vy,phan thi vy,Phòng Công nghệ - Cục Chính trị (CA),Trưởng nhóm,nv088486@donvi.gov.vn
NV088487,Hồ Hồng Anh,ho hong anh,Phòng Đào tạo - Cục Chính trị (BQP),Trưởng phòng,nv088487@donvi.gov.vn
NV088488,Đỗ Bích Dung,do bich dung,Phòng Thanh tra - Cục Tham mưu (CA),Trưởng nhóm,nv088488@donvi.gov.vn
NV088489,Phạm Hồng Thảo,pham hong thao,Phòng Truyền thông - Cục Tham mưu (CA),Chuyên viên chính,nv088489@donvi.gov.vn
NV088490,Phạm Hồng Chi,pham hong chi,Phòng Công nghệ - Cục Chính trị (CA),Chuyên viên chính,nv088490@donvi.gov.vn
NV088491,Ngô Minh Đạt,ngo minh dat,Phòng Truyền thông - Cục Chính trị (CA),Trưởng phòng,nv088491@donvi.gov.vn
NV088492,Bùi Thị Hà,bui thi ha,Phòng Thanh tra - Cục Chính trị (BQP),Phó trưởng phòng,nv088492@donvi.gov.vn
NV088493,Phan Thành Tuấn,phan thanh tuan,Phòng Truyền thông - Cục Tham mưu (CA),Nhân viên,nv088493@donvi.gov.vn
NV088494,Dương Thị Yến,duong thi yen,Phòng Pháp chế - Cục Chính trị (BQP),Chuyên viên,nv088494@donvi.gov.vn
NV088495,Ngô Thị Anh,ngo thi anh,Phòng Nhân sự - Cục Quân huấn (CA),Chuyên viên chính,nv088495@donvi.gov.vn
NV088496,Hồ Thu Thủy,ho thu thuy,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Trưởng nhóm,nv088496@donvi.gov.vn
NV088497,Dương Bích Nhung,duong bich nhung,Phòng Thanh tra - Cục Tham mưu (CA),Phó trưởng phòng,nv088497@donvi.gov.vn
NV088498,Bùi Công Khang,bui cong khang,Phòng Tác chiến - Cục Kế hoạch - Tài chính (BQP),Trưởng phòng,nv088498@donvi.gov.vn
NV088499,Lý Thành Sơn,ly thanh son,Phòng Công nghệ - Cục Chính trị (BQP),Trưởng nhóm,nv088499@donvi.gov.vn
NV088500,Huỳnh Hữu Long,huynh huu long,Phòng Đào tạo - Cục Kỹ thuật (BQP),Chuyên viên chính,nv088500@donvi.gov.vn
NV088501,Huỳnh Diệu Chi,huynh dieu chi,Phòng Hành chính - Cục Tham mưu (CA),Thành viên,nv088501@donvi.gov.vn
NV088502,Phan Đức Khang,phan duc khang,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Nhân viên,nv088502@donvi.gov.vn
NV088503,Ngô Kim Dung,ngo kim dung,Phòng Đào tạo - Cục Tham mưu (BQP),Chuyên viên,nv088503@donvi.gov.vn
NV088504,Lê Bích Yến,le bich yen,Phòng Thanh tra - Cục Quân huấn (CA),Chuyên viên chính,nv088504@donvi.gov.vn
NV088505,Vũ Thị Chi,vu thi chi,Phòng Thanh tra - Cục Tổ chức cán bộ (CA),Chuyên viên,nv088505@donvi.gov.vn
NV088506,Bùi Thu Trang,bui thu trang,Phòng Nhân sự - Cục Tác chiến (BQP),Chuyên viên,nv088506@donvi.gov.vn
NV088507,Huỳnh Minh Đạt,huynh minh dat,Phòng Công nghệ - Cục Tác chiến (BQP),Thành viên,nv088507@donvi.gov.vn
NV088508,Đặng Hữu Phong,dang huu phong,Phòng Kỹ thuật - Cục Tổ chức cán bộ (CA),Trưởng phòng,nv088508@donvi.gov.vn
NV088509,Võ Văn Dũng,vo van dung,Phòng Thanh tra - Cục Tham mưu (CA),Chuyên viên,nv088509@donvi.gov.vn
NV088510,Trần Kim Lan,tran kim lan,Phòng Kỹ thuật - Cục Tổ chức cán bộ (CA),Trưởng phòng,nv088510@donvi.gov.vn
NV088511,Hoàng Hữu Nam,hoang huu nam,Phòng Nhân sự - Cục Kế hoạch - Tài chính (BQP),Trưởng phòng,nv088511@donvi.gov.vn
NV088512,Bùi Công Hải,bui cong hai,Phòng Tác chiến - Cục Chính trị (BQP),Chuyên viên,nv088512@donvi.gov.vn
NV088513,Võ Thu Hoa,vo thu hoa,Phòng Nhân sự - Cục Quân huấn (CA),Phó trưởng phòng,nv088513@donvi.gov.vn
NV088514,Dương Kim Yến,duong kim yen,Phòng Đào tạo - Cục Tham mưu (BQP),Chuyên viên,nv088514@donvi.gov.vn
NV088515,Vũ Bích Mai,vu bich mai,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Chuyên viên,nv088515@donvi.gov.vn
NV088516,Võ Đức Khang,vo duc khang,Phòng Nhân sự - Cục Chính trị (CA),Nhân viên,nv088516@donvi.gov.vn
NV088517,Hồ Diệu Xuân,ho dieu xuan,Phòng Nhân sự - Cục Tham mưu (BQP),Chuyên viên,nv088517@donvi.gov.vn
NV088518,Đỗ Hữu Bình,do huu binh,Phòng Hành chính - Cục Tham mưu (CA),Phó trưởng phòng,nv088518@donvi.gov.vn
NV088519,Lý Thu Anh,ly thu anh,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Nhân viên,nv088519@donvi.gov.vn
NV088520,Phan Đức Hùng,phan duc hung,Phòng Truyền thông - Cục Tham mưu (BQP),Phó trưởng phòng,nv088520@donvi.gov.vn
NV088521,Hồ Minh Giang,ho minh giang,Phòng Nhân sự - Cục Quân huấn (CA),Phó trưởng phòng,nv088521@donvi.gov.vn
NV088522,Huỳnh Minh Giang,huynh minh giang,Phòng Nhân sự - Cục Chính trị (BQP),Trưởng phòng,nv088522@donvi.gov.vn
NV088523,Vũ Hữu Quang,vu huu quang,Phòng Nhân sự - Cục Kế hoạch - Tài chính (BQP),Thành viên,nv088523@donvi.gov.vn
NV088524,Lê Quốc Đạt,le quoc dat,Phòng Nhân sự - Cục Quân huấn (CA),Chuyên viên chính,nv088524@donvi.gov.vn
NV088525,Hồ Quốc Nam,ho quoc nam,Phòng Công nghệ - Cục Chính trị (BQP),Thành viên,nv088525@donvi.gov.vn
NV088526,Bùi Hồng Nhung,bui hong nhung,Phòng Pháp chế - Cục Tác chiến (BQP),Chuyên viên chính,nv088526@donvi.gov.vn
NV088527,Dương Bích Mai,duong bich mai,Phòng Đào tạo - Cục Tham mưu (BQP),Trưởng nhóm,nv088527@donvi.gov.vn
NV088528,Võ Thị Mai,vo thi mai,Phòng Truyền thông - Cục Tham mưu (BQP),Thành viên,nv088528@donvi.gov.vn
NV088529,Dương Văn An,duong van an,Phòng Thanh tra - Cục Tham mưu (CA),Thành viên,nv088529@donvi.gov.vn
NV088530,Võ Văn Giang,vo van giang,Phòng Đào tạo - Cục Kỹ thuật (BQP),Trưởng nhóm,nv088530@donvi.gov.vn
NV088531,Hoàng Kim Phương,hoang kim phuong,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Chuyên viên chính,nv088531@donvi.gov.vn
NV088532,Ngô Thành Thắng,ngo thanh thang,Phòng Truyền thông - Cục Kỹ thuật (BQP),Trưởng nhóm,nv088532@donvi.gov.vn
NV088533,Vũ Minh Tuấn,vu minh tuan,Phòng Công nghệ - Cục Tổ chức cán bộ (CA),Thành viên,nv088533@donvi.gov.vn
NV088534,Hoàng Minh Phong,hoang minh phong,Phòng Công nghệ - Cục Chính trị (BQP),Thành viên,nv088534@donvi.gov.vn
NV088535,Lê Thành Dũng,le thanh dung,Phòng Kỹ thuật - Cục Tổ chức cán bộ (CA),Trưởng nhóm,nv088535@donvi.gov.vn
NV088536,Huỳnh Minh Việt,huynh minh viet,Phòng Đào tạo - Cục Chính trị (BQP),Trưởng phòng,nv088536@donvi.gov.vn
NV088537,Vũ Quốc Đạt,vu quoc dat,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Chuyên viên,nv088537@donvi.gov.vn
NV088538,Lý Minh Giang,ly minh giang,Phòng Nhân sự - Cục Tham mưu (CA),Phó trưởng phòng,nv088538@donvi.gov.vn
NV088539,Đỗ Ngọc Hà,do ngoc ha,Phòng Tác chiến - Cục Kỹ thuật (BQP),Trưởng nhóm,nv088539@donvi.gov.vn
NV088540,Nguyễn Văn Khang,nguyen van khang,Phòng Đào tạo - Cục Kỹ thuật (BQP),Phó trưởng phòng,nv088540@donvi.gov.vn
NV088541,Võ Ngọc Lan,vo ngoc lan,Phòng Đào tạo - Cục Chính trị (BQP),Chuyên viên chính,nv088541@donvi.gov.vn
NV088542,Ngô Bích Linh,ngo bich linh,Phòng Tác chiến - Cục Chính trị (CA),Thành viên,nv088542@donvi.gov.vn
NV088543,Võ Kim Linh,vo kim linh,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Thành viên,nv088543@donvi.gov.vn
NV088544,Nguyễn Ngọc Anh,nguyen ngoc anh,Phòng Tác chiến - Cục Chính trị (BQP),Nhân viên,nv088544@donvi.gov.vn
NV088545,Vũ Thị Xuân,vu thi xuan,Phòng Truyền thông - Cục Tham mưu (CA),Nhân viên,nv088545@donvi.gov.vn
NV088546,Đỗ Diệu Nga,do dieu nga,Phòng Công nghệ - Cục Tổ chức cán bộ (CA),Chuyên viên chính,nv088546@donvi.gov.vn
NV088547,Nguyễn Văn Việt,nguyen van viet,Phòng Nhân sự - Cục Tham mưu (CA),Phó trưởng phòng,nv088547@donvi.gov.vn
NV088548,Hồ Thu Dung,ho thu dung,Phòng Công nghệ - Cục Tổ chức cán bộ (CA),Trưởng phòng,nv088548@donvi.gov.vn
NV088549,Lê Minh Hùng,le minh hung,Phòng Công nghệ - Cục Tác chiến (BQP),Thành viên,nv088549@donvi.gov.vn
NV088550,Đỗ Ngọc Hoa,do ngoc hoa,Phòng Nhân sự - Cục Tham mưu (CA),Trưởng phòng,nv088550@donvi.gov.vn
NV088551,Vũ Kim Nhung,vu kim nhung,Phòng Nhân sự - Cục Tham mưu (BQP),Phó trưởng phòng,nv088551@donvi.gov.vn
NV088552,Hồ Văn Việt,ho van viet,Phòng Đào tạo - Cục Quân huấn (CA),Trưởng nhóm,nv088552@donvi.gov.vn
NV088553,Dương Thành Khang,duong thanh khang,Phòng Công nghệ - Cục Tổ chức cán bộ (CA),Phó trưởng phòng,nv088553@donvi.gov.vn
NV088554,Dương Hồng Xuân,duong hong xuan,Phòng Hành chính - Cục Tham mưu (CA),Chuyên viên chính,nv088554@donvi.gov.vn
NV088555,Ngô Kim Thảo,ngo kim thao,Phòng Pháp chế - Cục Chính trị (BQP),Trưởng nhóm,nv088555@donvi.gov.vn
NV088556,Dương Quốc Quang,duong quoc quang,Phòng Công nghệ - Cục Tác chiến (BQP),Trưởng nhóm,nv088556@donvi.gov.vn
NV088557,Nguyễn Thành Tâm,nguyen thanh tam,Phòng Hành chính - Cục Tham mưu (BQP),Thành viên,nv088557@donvi.gov.vn
NV088558,Lê Hồng Trang,le hong trang,Phòng Truyền thông - Cục Kỹ thuật (BQP),Phó trưởng phòng,nv088558@donvi.gov.vn
NV088559,Nguyễn Diệu Hoa,nguyen dieu hoa,Phòng Nhân sự - Cục Chính trị (BQP),Phó trưởng phòng,nv088559@donvi.gov.vn
NV088560,Trần Ngọc Nhung,tran ngoc nhung,Phòng Tác chiến - Cục Chính trị (CA),Nhân viên,nv088560@donvi.gov.vn
NV088561,Đặng Công Khang,dang cong khang,Phòng Đào tạo - Cục Chính trị (BQP),Nhân viên,nv088561@donvi.gov.vn
NV088562,Phạm Thị Huyền,pham thi huyen,Phòng Tác chiến - Cục Kỹ thuật (BQP),Trưởng phòng,nv088562@donvi.gov.vn
